STRUCTURE;REF_AREA;Reference area;MEASURE;Measure;UNIT_MEASURE;Unit of measure;DOMAIN;Domain;TIME_PERIOD;OBS_VALUE;OBS_STATUS;Observation status;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;56787;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;57870;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;58890;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;58879;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;59220;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;59731;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;60265;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;60984;A;Normal value;;
DATAFLOW;DNK;Denmark;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;61331;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;23616;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;24875;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;24811;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;25512;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;25481;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;25218;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;25486;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;26026;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;26710;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;28051;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;29236;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;31213;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;32695;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;33330;A;Normal value;;
DATAFLOW;POL;Poland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;33566;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;28175;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;28081;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;29378;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;29260;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;28548;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;27321;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;27840;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;27361;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;27278;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;27135;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;27244;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;27696;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;28790;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;29093;A;Normal value;;
DATAFLOW;PRT;Portugal;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;29740;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;22920;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;23221;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;22559;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;22426;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;21953;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;22221;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;22759;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;23959;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;25085;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;26453;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;27059;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;28533;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;30213;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;32017;A;Normal value;;
DATAFLOW;EST;Estonia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;33188;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;36190;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;36741;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;37052;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;38123;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;38007;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;36883;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;36279;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;37000;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;37779;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;39242;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;39962;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;40664;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;41860;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;43310;A;Normal value;;
DATAFLOW;SVN;Slovenia;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;43892;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;48433;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;48650;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;48659;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;49085;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;50076;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;50744;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;51221;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;52080;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;53278;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;54094;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;54664;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;55443;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;56332;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;55921;A;Normal value;;
DATAFLOW;DEU;Germany;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;56040;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;34879;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;34129;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;33299;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;33256;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;33570;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;34140;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;34273;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;34521;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;35546;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;36929;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;38067;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;39143;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;39960;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;40047;A;Normal value;;
DATAFLOW;ISR;Israel;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;42165;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;44661;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;46417;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;50191;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;50350;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;49758;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;49401;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;48266;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;47981;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;47926;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;48576;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;49195;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;49553;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;50448;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;50751;A;Normal value;;
DATAFLOW;IRL;Ireland;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;51045;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;66607;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;66260;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;68324;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;68364;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;68750;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;68035;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;68853;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;70029;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;70389;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;70174;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;71071;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;71132;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;71251;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;71223;A;Normal value;;
DATAFLOW;LUX;Luxembourg;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;73657;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;18738;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;18931;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;19575;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;20427;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;20249;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;19996;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;20149;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;20553;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;21360;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;22039;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;22693;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;23333;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;24096;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;24407;A;Normal value;;
DATAFLOW;SVK;Slovak Republic;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;24805;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;41423;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;42217;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;42368;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;42885;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;43524;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;44447;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;44939;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;45439;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;46132;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;46849;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;47101;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;47339;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;47835;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;48430;A;Normal value;;
DATAFLOW;SWE;Sweden;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;48951;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;33199;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;32685;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;34228;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;32665;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;30593;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;28812;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2013;26929;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2014;26819;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2015;27082;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2016;26461;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2017;26630;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2018;25400;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2019;25630;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2020;25720;A;Normal value;;
DATAFLOW;GRC;Greece;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2021;25744;A;Normal value;;
DATAFLOW;FRA;France;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2007;44151;A;Normal value;;
DATAFLOW;FRA;France;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2008;44066;A;Normal value;;
DATAFLOW;FRA;France;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2009;45468;A;Normal value;;
DATAFLOW;FRA;France;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2010;46386;A;Normal value;;
DATAFLOW;FRA;France;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2011;46303;A;Normal value;;
DATAFLOW;FRA;France;2_8;Average annual gross earnings;USD_PPP;US dollars, PPP converted;HSL_2;Work and job quality;2012;46603;A;Normal value;;
